Vanaf;Tot;Werkelijk;Doelstelling;Prestatie;  ;Graaddagen;Per graaddag;
2019-08-04 00:00;2019-08-05 00:00;0,81600;1,04918;-22;;0,00;0,0000;
2019-08-05 00:00;2019-08-06 00:00;0,87700;1,04918;-16;;0,00;0,0000;
2019-08-06 00:00;2019-08-07 00:00;0,88500;1,04918;-16;;0,00;0,0000;
2019-08-07 00:00;2019-08-08 00:00;0,88400;1,04918;-16;;0,00;0,0000;
2019-08-08 00:00;2019-08-09 00:00;1,08000;1,04918;3;;0,00;0,0000;
2019-08-09 00:00;2019-08-10 00:00;0,73100;1,04918;-30;;0,00;0,0000;
2019-08-10 00:00;2019-08-11 00:00;1,04300;1,04918;-1;;0,00;0,0000;
2019-08-11 00:00;2019-08-12 00:00;0,63400;1,04918;-40;;0,00;0,0000;
2019-08-12 00:00;2019-08-13 00:00;0,00000;1,04918;-100;;0,00;0,0000;
2019-08-13 00:00;2019-08-14 00:00;0,00000;1,78705;-100;;1,12;0,0000;
2019-08-14 00:00;2019-08-15 00:00;0,00000;1,04918;-100;;0,00;0,0000;
2019-08-15 00:00;2019-08-16 00:00;0,00000;1,04918;-100;;0,00;0,0000;
2019-08-16 00:00;2019-08-17 00:00;0,00000;1,04918;-100;;0,00;0,0000;
2019-08-17 00:00;2019-08-18 00:00;0,00000;1,04918;-100;;0,00;0,0000;
2019-08-18 00:00;2019-08-19 00:00;0,00000;1,04918;-100;;0,00;0,0000;
2019-08-19 00:00;2019-08-20 00:00;0,00000;1,04918;-100;;0,00;0,0000;
2019-08-20 00:00;2019-08-21 00:00;0,00000;1,31271;-100;;0,40;0,0000;
2019-08-21 00:00;2019-08-22 00:00;0,00000;1,41811;-100;;0,56;0,0000;
2019-08-22 00:00;2019-08-23 00:00;0,42900;1,04918;-59;;0,00;0,0000;
2019-08-23 00:00;2019-08-24 00:00;0,90600;1,04918;-14;;0,00;0,0000;
2019-08-24 00:00;2019-08-25 00:00;0,69400;1,04918;-34;;0,00;0,0000;
2019-08-25 00:00;2019-08-26 00:00;1,04200;1,04918;-1;;0,00;0,0000;
2019-08-26 00:00;2019-08-27 00:00;0,81800;1,04918;-22;;0,00;0,0000;
2019-08-27 00:00;2019-08-28 00:00;0,96100;1,04918;-8;;0,00;0,0000;
2019-08-28 00:00;2019-08-29 00:00;0,82900;1,04918;-21;;0,00;0,0000;
2019-08-29 00:00;2019-08-30 00:00;1,10100;1,04918;5;;0,00;0,0000;
2019-08-30 00:00;2019-08-31 00:00;0,60500;1,04918;-42;;0,00;0,0000;
2019-08-31 00:00;2019-09-01 00:00;0,81200;1,04918;-23;;0,00;0,0000;
2019-09-01 00:00;2019-09-02 00:00;1,13600;1,04918;8;;0,00;0,0000;
2019-09-02 00:00;2019-09-03 00:00;0,75900;1,10189;-31;;0,08;9,4875;
2019-09-03 00:00;2019-09-04 00:00;1,06500;1,04918;2;;0,00;0,0000;
2019-09-04 00:00;2019-09-05 00:00;0,85000;1,57623;-46;;0,80;1,0625;
2019-09-05 00:00;2019-09-06 00:00;1,06700;2,41950;-56;;2,08;0,5130;
2019-09-06 00:00;2019-09-07 00:00;0,90600;2,10327;-57;;1,60;0,5662;
2019-09-07 00:00;2019-09-08 00:00;0,97700;2,20868;-56;;1,76;0,5551;
2019-09-08 00:00;2019-09-09 00:00;1,24700;2,68302;-54;;2,48;0,5028;
2019-09-09 00:00;2019-09-10 00:00;1,00000;3,47359;-71;;3,68;0,2717;
2019-09-10 00:00;2019-09-11 00:00;1,50700;2,94654;-49;;2,88;0,5233;
2019-09-11 00:00;2019-09-12 00:00;1,07700;1,62893;-34;;0,88;1,2239;
2019-09-12 00:00;2019-09-13 00:00;0,75300;1,04918;-28;;0,00;0,0000;
2019-09-13 00:00;2019-09-14 00:00;1,05800;1,04918;1;;0,00;0,0000;
2019-09-14 00:00;2019-09-15 00:00;0,83300;2,52491;-67;;2,24;0,3719;
2019-09-15 00:00;2019-09-16 00:00;1,35700;1,47082;-8;;0,64;2,1203;
2019-09-16 00:00;2019-09-17 00:00;1,60000;2,41950;-34;;2,08;0,7692;
2019-09-17 00:00;2019-09-18 00:00;1,00900;3,36818;-70;;3,52;0,2866;
2019-09-18 00:00;2019-09-19 00:00;1,19100;3,73711;-68;;4,08;0,2919;
2019-09-19 00:00;2019-09-20 00:00;1,20500;3,36818;-64;;3,52;0,3423;
2019-09-20 00:00;2019-09-21 00:00;1,83300;3,21006;-43;;3,28;0,5588;
2019-09-21 00:00;2019-09-22 00:00;1,27300;1,15459;10;;0,16;7,9563;
2019-09-22 00:00;2019-09-23 00:00;1,48200;1,04918;41;;0,00;0,0000;
2019-09-23 00:00;2019-09-24 00:00;1,02900;1,04918;-2;;0,00;0,0000;
2019-09-24 00:00;2019-09-25 00:00;1,02300;1,57623;-35;;0,80;1,2787;
2019-09-25 00:00;2019-09-26 00:00;1,05800;1,41811;-25;;0,56;1,8893;
2019-09-26 00:00;2019-09-27 00:00;0,90900;1,10189;-18;;0,08;11,3625;
2019-09-27 00:00;2019-09-28 00:00;1,13600;1,31271;-13;;0,40;2,8400;
2019-09-28 00:00;2019-09-29 00:00;0,94000;1,31271;-28;;0,40;2,3500;
2019-09-29 00:00;2019-09-30 00:00;1,49400;1,57623;-5;;0,80;1,8675;
2019-09-30 00:00;2019-10-01 00:00;1,44400;1,94516;-26;;1,36;1,0618;
2019-10-01 00:00;2019-10-02 00:00;1,55100;1,64211;-6;;0,90;1,7233;
2019-10-02 00:00;2019-10-03 00:00;1,70600;4,67261;-63;;5,50;0,3102;
2019-10-03 00:00;2019-10-04 00:00;2,73200;4,07969;-33;;4,60;0,5939;
2019-10-04 00:00;2019-10-05 00:00;3,19600;4,60673;-31;;5,40;0,5919;
2019-10-05 00:00;2019-10-06 00:00;2,89600;5,06789;-43;;6,10;0,4748;
2019-10-06 00:00;2019-10-07 00:00;2,64700;5,66082;-53;;7,00;0,3781;
2019-10-07 00:00;2019-10-08 00:00;4,52500;5,06789;-11;;6,10;0,7418;
2019-10-08 00:00;2019-10-09 00:00;2,89400;3,88205;-25;;4,30;0,6730;
2019-10-09 00:00;2019-10-10 00:00;3,05400;3,88205;-21;;4,30;0,7102;
2019-10-10 00:00;2019-10-11 00:00;2,28900;3,35500;-32;;3,50;0,6540;
2019-10-11 00:00;2019-10-12 00:00;2,48200;1,90563;30;;1,30;1,9092;
2019-10-12 00:00;2019-10-13 00:00;2,02700;3,42088;-41;;3,60;0,5631;
2019-10-13 00:00;2019-10-14 00:00;1,94100;1,04918;85;;0,00;0,0000;
2019-10-14 00:00;2019-10-15 00:00;2,27000;1,70799;33;;1,00;2,2700;
2019-10-15 00:00;2019-10-16 00:00;1,33200;1,70799;-22;;1,00;1,3320;
2019-10-16 00:00;2019-10-17 00:00;2,25400;2,95972;-24;;2,90;0,7772;
2019-10-17 00:00;2019-10-18 00:00;1,65600;2,95972;-44;;2,90;0,5710;
2019-10-18 00:00;2019-10-19 00:00;1,94400;3,35500;-42;;3,50;0,5554;
2019-10-19 00:00;2019-10-20 00:00;1,99500;3,68440;-46;;4,00;0,4987;
2019-10-20 00:00;2019-10-21 00:00;1,93900;4,40909;-56;;5,10;0,3802;
2019-10-21 00:00;2019-10-22 00:00;3,26300;3,61852;-10;;3,90;0,8367;
2019-10-22 00:00;2019-10-23 00:00;2,51000;4,07969;-38;;4,60;0,5457;
2019-10-23 00:00;2019-10-24 00:00;2,38300;4,01381;-41;;4,50;0,5296;
2019-10-24 00:00;2019-10-25 00:00;2,30900;1,97151;17;;1,40;1,6493;
2019-10-25 00:00;2019-10-26 00:00;1,84800;2,49856;-26;;2,20;0,8400;
2019-10-26 00:00;2019-10-27 00:00;1,88100;1,04918;79;;0,00;0,0000;
2019-10-27 00:00;2019-10-28 00:00;1,87200;5,55356;-66;;6,77;0,2765;
2019-10-28 00:00;2019-10-29 00:00;2,64200;7,43959;-64;;9,70;0,2724;
2019-10-29 00:00;2019-10-30 00:00;3,61400;7,63723;-53;;10,00;0,3614;
2019-10-30 00:00;2019-10-31 00:00;4,02200;8,62544;-53;;11,50;0,3497;
2019-10-31 00:00;2019-11-01 00:00;5,37800;9,35013;-42;;12,60;0,4268;
2019-11-01 00:00;2019-11-02 00:00;5,63600;7,13654;-21;;9,24;0,6100;
2019-11-02 00:00;2019-11-03 00:00;2,64600;3,07830;-14;;3,08;0,8591;
2019-11-03 00:00;2019-11-04 00:00;2,58000;5,03495;-49;;6,05;0,4264;
2019-11-04 00:00;2019-11-05 00:00;3,27400;5,17989;-37;;6,27;0,5222;
2019-11-05 00:00;2019-11-06 00:00;3,17700;5,97705;-47;;7,48;0,4247;
2019-11-06 00:00;2019-11-07 00:00;3,68100;6,55679;-44;;8,36;0,4403;
2019-11-07 00:00;2019-11-08 00:00;4,75600;6,99161;-32;;9,02;0,5273;
2019-11-08 00:00;2019-11-09 00:00;4,58100;9,09319;-50;;12,21;0,3752;
2019-11-09 00:00;2019-11-10 00:00;4,82200;7,71629;-38;;10,12;0,4765;
2019-11-10 00:00;2019-11-11 00:00;5,20800;10,90491;-52;;14,96;0,3481;
2019-11-11 00:00;2019-11-12 00:00;6,40800;8,87579;-28;;11,88;0,5394;
2019-11-12 00:00;2019-11-13 00:00;6,29800;8,87579;-29;;11,88;0,5301;
2019-11-13 00:00;2019-11-14 00:00;5,03600;8,29604;-39;;11,00;0,4578;
2019-11-14 00:00;2019-11-15 00:00;6,09600;8,51344;-28;;11,33;0,5380;
2019-11-15 00:00;2019-11-16 00:00;6,16500;9,52800;-35;;12,87;0,4790;
2019-11-16 00:00;2019-11-17 00:00;6,12700;9,81788;-38;;13,31;0,4603;
2019-11-17 00:00;2019-11-18 00:00;5,78600;9,23813;-37;;12,43;0,4655;
2019-11-18 00:00;2019-11-19 00:00;5,32400;7,86123;-32;;10,34;0,5149;
2019-11-19 00:00;2019-11-20 00:00;5,14600;9,31060;-45;;12,54;0,4104;
2019-11-20 00:00;2019-11-21 00:00;6,22000;11,55712;-46;;15,95;0,3900;
2019-11-21 00:00;2019-11-22 00:00;7,73100;10,47010;-26;;14,30;0,5406;
2019-11-22 00:00;2019-11-23 00:00;6,25500;7,78876;-20;;10,23;0,6114;
2019-11-23 00:00;2019-11-24 00:00;5,37000;8,29604;-35;;11,00;0,4882;
2019-11-24 00:00;2019-11-25 00:00;4,60100;9,16566;-50;;12,32;0,3735;
2019-11-25 00:00;2019-11-26 00:00;5,19500;7,42642;-30;;9,68;0,5367;
2019-11-26 00:00;2019-11-27 00:00;4,25900;5,68717;-25;;7,04;0,6050;
2019-11-27 00:00;2019-11-28 00:00;3,96300;5,10742;-22;;6,16;0,6433;
2019-11-28 00:00;2019-11-29 00:00;3,85600;5,90458;-35;;7,37;0,5232;
2019-11-29 00:00;2019-11-30 00:00;4,44700;9,52800;-53;;12,87;0,3455;
2019-11-30 00:00;2019-12-01 00:00;6,32800;11,99194;-47;;16,61;0,3810;
2019-12-01 00:00;2019-12-02 00:00;6,46800;12,49921;-48;;17,38;0,3722;
2019-12-02 00:00;2019-12-03 00:00;7,71200;9,38307;-18;;12,65;0,6096;
2019-12-03 00:00;2019-12-04 00:00;5,11500;9,09319;-44;;12,21;0,4189;
2019-12-04 00:00;2019-12-05 00:00;6,31500;11,70206;-46;;16,17;0,3905;
2019-12-05 00:00;2019-12-06 00:00;7,70000;11,48466;-33;;15,84;0,4861;
2019-12-06 00:00;2019-12-07 00:00;8,12400;7,86123;3;;10,34;0,7857;
2019-12-07 00:00;2019-12-08 00:00;4,14400;5,90458;-30;;7,37;0,5623;
2019-12-08 00:00;2019-12-09 00:00;3,71800;5,90458;-37;;7,37;0,5045;
2019-12-09 00:00;2019-12-10 00:00;5,63100;7,93370;-29;;10,45;0,5389;
2019-12-10 00:00;2019-12-11 00:00;6,47500;8,80332;-26;;11,77;0,5501;
2019-12-11 00:00;2019-12-12 00:00;5,48000;8,00616;-32;;10,56;0,5189;
2019-12-12 00:00;2019-12-13 00:00;6,97200;9,38307;-26;;12,65;0,5511;
2019-12-13 00:00;2019-12-14 00:00;8,07500;9,16566;-12;;12,32;0,6554;
2019-12-14 00:00;2019-12-15 00:00;5,82400;8,29604;-30;;11,00;0,5295;
2019-12-15 00:00;2019-12-16 00:00;5,33100;7,42642;-28;;9,68;0,5507;
2019-12-16 00:00;2019-12-17 00:00;6,21200;7,57135;-18;;9,90;0,6275;
2019-12-17 00:00;2019-12-18 00:00;4,52500;5,46977;-17;;6,71;0,6744;
2019-12-18 00:00;2019-12-19 00:00;4,67800;7,71629;-39;;10,12;0,4623;
2019-12-19 00:00;2019-12-20 00:00;4,83400;4,96249;-3;;5,94;0,8138;
2019-12-20 00:00;2019-12-21 00:00;4,70900;5,17989;-9;;6,27;0,7510;
2019-12-21 00:00;2019-12-22 00:00;4,50200;7,42642;-39;;9,68;0,4651;
2019-12-22 00:00;2019-12-23 00:00;4,27500;6,99161;-39;;9,02;0,4739;
2019-12-23 00:00;2019-12-24 00:00;4,93200;6,91914;-29;;8,91;0,5535;
2019-12-24 00:00;2019-12-25 00:00;4,99900;6,62926;-25;;8,47;0,5902;
2019-12-25 00:00;2019-12-26 00:00;4,51500;6,99161;-35;;9,02;0,5006;
2019-12-26 00:00;2019-12-27 00:00;5,00700;8,44098;-41;;11,22;0,4463;
2019-12-27 00:00;2019-12-28 00:00;7,51600;10,25269;-27;;13,97;0,5380;
2019-12-28 00:00;2019-12-29 00:00;7,71300;12,71662;-39;;17,71;0,4355;
2019-12-29 00:00;2019-12-30 00:00;8,52000;11,77453;-28;;16,28;0,5233;
2019-12-30 00:00;2019-12-31 00:00;8,05300;9,31060;-14;;12,54;0,6422;
2019-12-31 00:00;2020-01-01 00:00;6,18800;9,60047;-36;;12,98;0,4767;
2019-07-01 00:00;2020-01-01 00:00;494,14800;755,66747;-35;;853,93;0,5764;
